PV_name,values,py_data_type
IOC:LAS:MFX:BHC:01:START_CNT,33.0,<class 'float'>
IOC:LAS:MFX:BHC:01SR_rebootStatusStr,Ok,<class 'str'>
IOC:LAS:MFX:BHC:01SR_rebootTime,Thu Oct 19 18:13:41,<class 'str'>
IOC:LAS:MFX:BHC:01SR_statusStr,Ok,<class 'str'>
IOC:LAS:MFX:BHC:01SR_0_Name,ioc-las-mfx-bhc-01,<class 'str'>
IOC:LAS:MFX:BHC:01SR_0_StatusStr,Ok,<class 'str'>
IOC:LAS:MFX:BHC:01SR_1_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_1_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_1_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_2_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_2_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_2_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_3_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_3_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_3_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_4_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_4_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_4_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_5_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_5_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_5_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_6_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_6_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_6_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01SR_7_Name,Not In Use,<class 'str'>
IOC:LAS:MFX:BHC:01SR_7_StatusStr,Status unknown,<class 'str'>
IOC:LAS:MFX:BHC:01SR_7_Time,Not yet saved,<class 'str'>
IOC:LAS:MFX:BHC:01:GTIM_RESET,0,<class 'int'>
IOC:LAS:MFX:BHC:01:01HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:02HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:05HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:1HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:2HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:5HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01:10HZ_MODE,1,<class 'int'>
IOC:LAS:MFX:BHC:01SR_i_am_alive,1,<class 'int'>
IOC:LAS:MFX:BHC:01SR_deadIfZero,1,<class 'int'>
IOC:LAS:MFX:BHC:01:ACCESS,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_rebootStatus,4,<class 'int'>
IOC:LAS:MFX:BHC:01SR_status,4,<class 'int'>
IOC:LAS:MFX:BHC:01SR_0_Status,4,<class 'int'>
IOC:LAS:MFX:BHC:01SR_1_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_2_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_3_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_4_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_5_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_6_Status,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_7_Status,0,<class 'int'>
LAS:MFX:ADC:01:BHC:AO1:1,0.0,<class 'float'>
LAS:MFX:ADC:01:BHC:AO1:2,0.0,<class 'float'>
LAS:MFX:ADC:01:BHC:AO1:3,0.0,<class 'float'>
LAS:MFX:ADC:01:BHC:AO1:4,0.0,<class 'float'>
LAS:MFX:ADC:01:RF_LOCK,0.0,<class 'float'>
LAS:MFX:ADC:01:FB_GAIN,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:CA_UPD_TIME,15.0,<class 'float'>
IOC:LAS:MFX:BHC:01:FD_UPD_TIME,20.0,<class 'float'>
IOC:LAS:MFX:BHC:01:LOAD_UPD_TIME,10.0,<class 'float'>
IOC:LAS:MFX:BHC:01:MEM_UPD_TIME,10.0,<class 'float'>
IOC:LAS:MFX:BHC:01:GTIM_ERR_CNT,111,<class 'int'>
IOC:LAS:MFX:BHC:01:SCANONCE_Q_HIGHPER,0.1,<class 'float'>
IOC:LAS:MFX:BHC:01:SCANONCE_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:CBLOW_Q_HIGHPER,0.1,<class 'float'>
IOC:LAS:MFX:BHC:01:CBLOW_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:CBMEDIUM_Q_HIGHPER,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:CBMEDIUM_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:CBHIGH_Q_HIGHPER,0.2,<class 'float'>
IOC:LAS:MFX:BHC:01:CBHIGH_Q_USEDPER,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:SCANMON_SEVR,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01SR_1_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_2_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_3_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_4_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_5_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_6_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01SR_7_State,0,<class 'int'>
IOC:LAS:MFX:BHC:01:READACF,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:SYSRESET,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:SysReset,0.0,<class 'float'>
IOC:LAS:MFX:BHC:01:STARTTOD,10/19/2023 18:13:41,<class 'str'>
IOC:LAS:MFX:BHC:01:ST_SCRIPT1,./st.cmd,<class 'str'>
IOC:LAS:MFX:BHC:01:ST_SCRIPT2,,<class 'str'>
IOC:LAS:MFX:BHC:01:KERNEL_VERS,Linux 3.10.0-1160.2.2.el7.x86_64 x86_64,<class 'str'>
IOC:LAS:MFX:BHC:01:EPICS_VERS,EPICS R7.0.2.2-2.0.1,<class 'str'>
IOC:LAS:MFX:BHC:01:HOSTNAME,ioc-las-mfx-srv45,<class 'str'>
IOC:LAS:MFX:BHC:01:APP_DIR1,/reg/g/pcds/epics/ioc/las/ek9000/R1.0.3,<class 'str'>
IOC:LAS:MFX:BHC:01:APP_DIR2,/build/iocBoot/ioc-las-mfx-bhc-01,<class 'str'>
IOC:LAS:MFX:BHC:01:ENGINEER,Christina Pino (cpino),<class 'str'>
