PV_name,values,py_data_type
IOC:LAS:LHN:SR620:01:START_CNT,1.0,<class 'float'>
LAS:FS11:CNT:TI:GetGatePeriod:Update,0.0,<class 'float'>
IOC:LAS:LHN:SR620:01:SR_rebootStatusStr,Ok,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_rebootTime,Fri Sep 08 09:31:36,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_statusStr,Ok,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_0_Name,ioc-las-lhn-sr620-01,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_0_StatusStr,Ok,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_1_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_1_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_1_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_2_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_2_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_2_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_3_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_3_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_3_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_4_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_4_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_4_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_5_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_5_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_5_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_6_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_6_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_6_Time,Not yet saved,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_7_Name,Not In Use,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_7_StatusStr,Status unknown,<class 'str'>
IOC:LAS:LHN:SR620:01:SR_7_Time,Not yet saved,<class 'str'>
LAS:FS11:CNT:TI:SendDebug,,<class 'str'>
IOC:LAS:LHN:SR620:01:GTIM_RESET,0,<class 'int'>
IOC:LAS:LHN:SR620:01:01HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:02HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:05HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:1HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:2HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:5HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:10HZ_MODE,1,<class 'int'>
IOC:LAS:LHN:SR620:01:SR_i_am_alive,1,<class 'int'>
IOC:LAS:LHN:SR620:01:SR_deadIfZero,1,<class 'int'>
LAS:FS11:CNT:TI:Reset,0,<class 'int'>
LAS:FS11:CNT:TI:ManualTrigger,0,<class 'int'>
LAS:FS11:CNT:TI:SetRefLvlAmp,1,<class 'int'>
LAS:FS11:CNT:TI:A:SetInputCoupl,0,<class 'int'>
LAS:FS11:CNT:TI:B:SetInputCoupl,0,<class 'int'>
LAS:FS11:CNT:TI:A:SetTrigMode,0,<class 'int'>
LAS:FS11:CNT:TI:B:SetTrigMode,0,<class 'int'>
LAS:FS11:CNT:TI:EXT:SetTrigSlope,0,<class 'int'>
LAS:FS11:CNT:TI:A:SetTrigSlope,0,<class 'int'>
LAS:FS11:CNT:TI:B:SetTrigSlope,0,<class 'int'>
LAS:FS11:CNT:TI:DeviceTrigger,0,<class 'int'>
LAS:FS11:CNT:TI:StartButton,0,<class 'int'>
LAS:FS11:CNT:TI:StopButton,0,<class 'int'>
LAS:FS11:CNT:TI:SetAutoMeasMode,1,<class 'int'>
LAS:FS11:CNT:TI:CompParity,0,<class 'int'>
LAS:FS11:CNT:TI:SetVarianceType,0,<class 'int'>
LAS:FS11:CNT:TI:StartMeasurement,0,<class 'int'>
LAS:FS11:CNT:TI:StartScan,0,<class 'int'>
LAS:FS11:CNT:TI:ClearScan,0,<class 'int'>
LAS:FS11:CNT:TI:SetAutoprintMode,0,<class 'int'>
LAS:FS11:CNT:TI:AutoscaleGraph,0,<class 'int'>
LAS:FS11:CNT:TI:ClearDisplayGraph,0,<class 'int'>
LAS:FS11:CNT:TI:SetGraphEnable,1,<class 'int'>
LAS:FS11:CNT:TI:SetPrintingDevice,0,<class 'int'>
LAS:FS11:CNT:TI:SetPlotterPort,0,<class 'int'>
LAS:FS11:CNT:TI:StartPlot,0,<class 'int'>
LAS:FS11:CNT:TI:ClearPlot,0,<class 'int'>
LAS:FS11:CNT:TI:SetExpandMode,0,<class 'int'>
LAS:FS11:CNT:TI:SetClockSource,1,<class 'int'>
LAS:FS11:CNT:TI:SetClockFreq,0,<class 'int'>
LAS:FS11:CNT:TI:StartAutocal,0,<class 'int'>
LAS:FS11:CNT:TI:EXT:GetInputTerm,1,<class 'int'>
