PV_name,values,py_data_type
IOC:LAS:CXI:SR620:01:START_CNT,1.0,<class 'float'>
LAS:FS5:CNT:TI:GetGatePeriod:Update,0.0,<class 'float'>
IOC:LAS:CXI:SR620:01:SR_rebootStatusStr,Ok,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_rebootTime,Thu Nov 16 13:01:54,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_statusStr,Ok,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_0_Name,ioc-las-cxi-sr620-01,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_0_StatusStr,Ok,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_0_Time,Tue Nov 21 10:27:29,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_1_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_1_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_1_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_2_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_2_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_2_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_3_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_3_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_3_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_4_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_4_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_4_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_5_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_5_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_5_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_6_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_6_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_6_Time,Not yet saved,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_7_Name,Not In Use,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_7_StatusStr,Status unknown,<class 'str'>
IOC:LAS:CXI:SR620:01:SR_7_Time,Not yet saved,<class 'str'>
LAS:FS5:CNT:TI:SendDebug,,<class 'str'>
IOC:LAS:CXI:SR620:01:GTIM_RESET,0,<class 'int'>
IOC:LAS:CXI:SR620:01:01HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:02HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:05HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:1HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:2HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:5HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:10HZ_MODE,1,<class 'int'>
IOC:LAS:CXI:SR620:01:SR_i_am_alive,1,<class 'int'>
IOC:LAS:CXI:SR620:01:SR_deadIfZero,1,<class 'int'>
LAS:FS5:CNT:TI:Reset,0,<class 'int'>
LAS:FS5:CNT:TI:ManualTrigger,0,<class 'int'>
LAS:FS5:CNT:TI:SetRefLvlAmp,1,<class 'int'>
LAS:FS5:CNT:TI:A:SetInputCoupl,0,<class 'int'>
LAS:FS5:CNT:TI:B:SetInputCoupl,0,<class 'int'>
LAS:FS5:CNT:TI:A:SetTrigMode,0,<class 'int'>
LAS:FS5:CNT:TI:B:SetTrigMode,0,<class 'int'>
LAS:FS5:CNT:TI:EXT:SetTrigSlope,0,<class 'int'>
LAS:FS5:CNT:TI:A:SetTrigSlope,0,<class 'int'>
LAS:FS5:CNT:TI:B:SetTrigSlope,0,<class 'int'>
LAS:FS5:CNT:TI:DeviceTrigger,0,<class 'int'>
LAS:FS5:CNT:TI:StartButton,0,<class 'int'>
LAS:FS5:CNT:TI:StopButton,0,<class 'int'>
LAS:FS5:CNT:TI:SetAutoMeasMode,1,<class 'int'>
LAS:FS5:CNT:TI:CompParity,0,<class 'int'>
LAS:FS5:CNT:TI:SetVarianceType,0,<class 'int'>
LAS:FS5:CNT:TI:StartMeasurement,0,<class 'int'>
LAS:FS5:CNT:TI:StartScan,0,<class 'int'>
LAS:FS5:CNT:TI:ClearScan,0,<class 'int'>
LAS:FS5:CNT:TI:SetAutoprintMode,0,<class 'int'>
LAS:FS5:CNT:TI:AutoscaleGraph,0,<class 'int'>
LAS:FS5:CNT:TI:ClearDisplayGraph,0,<class 'int'>
LAS:FS5:CNT:TI:SetGraphEnable,1,<class 'int'>
LAS:FS5:CNT:TI:SetPrintingDevice,0,<class 'int'>
LAS:FS5:CNT:TI:SetPlotterPort,0,<class 'int'>
LAS:FS5:CNT:TI:StartPlot,0,<class 'int'>
LAS:FS5:CNT:TI:ClearPlot,0,<class 'int'>
LAS:FS5:CNT:TI:SetExpandMode,0,<class 'int'>
LAS:FS5:CNT:TI:SetClockSource,1,<class 'int'>
LAS:FS5:CNT:TI:SetClockFreq,0,<class 'int'>
LAS:FS5:CNT:TI:StartAutocal,0,<class 'int'>
LAS:FS5:CNT:TI:EXT:GetInputTerm,1,<class 'int'>
LAS:FS5:CNT:TI:A:GetInputTerm,0,<class 'int'>
LAS:FS5:CNT:TI:B:GetInputTerm,0,<class 'int'>
LAS:FS5:CNT:TI:GetArmMode,7,<class 'int'>
LAS:FS5:CNT:TI:GetDispRELMode,0,<class 'int'>
LAS:FS5:CNT:TI:GetInstrumentMode,0,<class 'int'>
LAS:FS5:CNT:TI:GetMeasSource,0,<class 'int'>
LAS:FS5:CNT:TI:GetDACOutputMode,0,<class 'int'>
LAS:FS5:CNT:TI:GetDelayScanMode,0,<class 'int'>
LAS:FS5:CNT:TI:GetScanMode,0,<class 'int'>
LAS:FS5:CNT:TI:GetNumScanPoints,6,<class 'int'>
