PV_name,values,py_data_type
IOC:LAS:ADC:BHC:04:START_CNT,59.0,<class 'float'>
IOC:LAS:ADC:BHC:04SR_rebootStatusStr,Ok,<class 'str'>
IOC:LAS:ADC:BHC:04SR_rebootTime,Tue Aug 29 16:57:36,<class 'str'>
IOC:LAS:ADC:BHC:04SR_statusStr,Ok,<class 'str'>
IOC:LAS:ADC:BHC:04SR_0_Name,ioc-las-lhn-bhc-04,<class 'str'>
IOC:LAS:ADC:BHC:04SR_0_StatusStr,Ok,<class 'str'>
IOC:LAS:ADC:BHC:04SR_1_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_1_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_1_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_2_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_2_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_2_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_3_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_3_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_3_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_4_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_4_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_4_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_5_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_5_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_5_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_6_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_6_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_6_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04SR_7_Name,Not In Use,<class 'str'>
IOC:LAS:ADC:BHC:04SR_7_StatusStr,Status unknown,<class 'str'>
IOC:LAS:ADC:BHC:04SR_7_Time,Not yet saved,<class 'str'>
IOC:LAS:ADC:BHC:04:GTIM_RESET,0,<class 'int'>
IOC:LAS:ADC:BHC:04:01HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:02HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:05HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:1HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:2HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:5HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04:10HZ_MODE,1,<class 'int'>
IOC:LAS:ADC:BHC:04SR_i_am_alive,1,<class 'int'>
IOC:LAS:ADC:BHC:04SR_deadIfZero,1,<class 'int'>
IOC:LAS:ADC:BHC:04:ACCESS,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_rebootStatus,4,<class 'int'>
IOC:LAS:ADC:BHC:04SR_status,4,<class 'int'>
IOC:LAS:ADC:BHC:04SR_0_Status,4,<class 'int'>
IOC:LAS:ADC:BHC:04SR_1_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_2_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_3_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_4_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_5_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_6_Status,0,<class 'int'>
IOC:LAS:ADC:BHC:04SR_7_Status,0,<class 'int'>
LAS:LHN:ADC:04:BHC:AO1:1,5.0,<class 'float'>
LAS:LHN:ADC:04:BHC:AO1:2,0.0,<class 'float'>
LAS:LHN:ADC:04:BHC:AO1:3,0.0,<class 'float'>
LAS:LHN:ADC:04:BHC:AO1:4,0.0,<class 'float'>
LAS:LHN:ADC:04:RF_LOCK,5.0,<class 'float'>
LAS:LHN:ADC:04:FB_GAIN,0.0,<class 'float'>
IOC:LAS:ADC:BHC:04:CA_UPD_TIME,15.0,<class 'float'>
IOC:LAS:ADC:BHC:04:FD_UPD_TIME,20.0,<class 'float'>
IOC:LAS:ADC:BHC:04:LOAD_UPD_TIME,10.0,<class 'float'>
IOC:LAS:ADC:BHC:04:MEM_UPD_TIME,10.0,<class 'float'>
IOC:LAS:ADC:BHC:04:GTIM_ERR_CNT,82,<class 'int'>
IOC:LAS:ADC:BHC:04:SCANONCE_Q_HIGHPER,1.4,<class 'float'>
IOC:LAS:ADC:BHC:04:SCANONCE_Q_USEDPER,0.0,<class 'float'>
